Door Mark,Room / Application,Quantity,Rough Opening,Door Leaf Size,Finished Wall Thickness,Jamb Depth,Opening Direction / Handing,Material,Finish,Glass,Frame,Architrave,Hardware,Notes
D-001,,,,,,,,,,,,,,
